<think>
Thinking Process:

1.  **Analyze the Request:**
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
            *   *Wait:* B04 (P3) served 10:28. B05 (P1) served 10:00. B04 arrived 09:35. B05 arrived 09:46. B05 served *before* B04.
            *   *Wait:* B04 (P3) served 10:28. B06 (P2) served 10:36. B04 arrived 09:35. B06 arrived 10:05. B04 served *before* B06.
