<think>
Thinking Process:

1.  **Analyze the Request:**
*   **Spillover Harm:** 3 slots × 6 cases × 0.02 (Risk Inc.) × €15k (Avg Queue Value) = **€5,400**.
*   **Net:** €17,580 - €4,600 - €5,400 = **€7,580**.

## 4. Repeated alerts and temporal policy

**Cool-down & Suppression:**
*   **Standard:** Once a case receives an alert, it enters a 2-hour suppression window. Alerts within this window are treated as noise unless accompanied by a `New Event` flag.
*   **I-05 (Suppressed):** 3rd alert, no new event. The probability jump (`0.55`  `0.57`) is within model noise. Re-intervening would waste a slot and increase spillover. **Do not intervene.**
*   **I-07 (Escalated):** 3rd alert, **new customer log uploaded**. This constitutes a new event. The alert is valid. However, it is deprioritized against I-01 due to lower Net Benefit (€5k vs €9k Value). If a Regulatory Incident is confirmed and the Reserve Slot is used, I-07 is eligible for the 4th slot.
*   **Re-entry:** Cases can re-enter the queue immediately after `Diagnosis Complete` if new evidence suggests a breach risk in Resolution Work, but swarm intervention is no longer applicable.

## 5. Fairness and feedback-loop risks

**Value-Based Prioritization:**
*   **Risk:** Prioritizing I-04 (€60k) and I-02 (€25k) may starve lower-value SME cases (e.g., I-01, I-07) despite higher absolute risk.
*   **Safeguard:** Implement a "Fairness Cap": No more than 40% of slots can be allocated to Strategic Enterprise cases. I-01 (Public/SME) is prioritized to ensure compliance and customer trust.

**Non-Native-Language Support:**
*   **Risk:** I-09 has sparse calibration. Intervening on I-09 could waste a slot on a false positive due to language barriers in data.
*   **Safeguard:** I-09 is excluded from Tier 1. Intervention requires a human-in-the-loop validation of the log before swarm allocation.

**Differential Calibration:**
*   **Risk:** Strategic cases are overpredicted, leading to "alert fatigue" where real risks are ignored, while SME cases are underpredicted, leading to missed interventions.
*   **Safeguard:** The Decision Rule applies calibration offsets (SME +p, Strategic -p). We track actual breach rates by segment separately from model predictions.

**Feedback Loops:**
*   **Risk:** Intervening on cases that do not breach (e.g., I-01 in Adverse scenario) creates negative training labels ("False Positive Intervention"), degrading the model's ability to predict breach risk accurately.
*   **Safeguard:** Label cases as "Intervention Required vs. Breach Occurred". Use inverse probability weighting in retraining to account for the intervention's effect on the outcome.

**Spillover Harms:**
*   **Risk:** Untreated cases (I-06, I-09) suffer congestion delays (0.01–0.03 risk increase). This systematically harms lower-value or less-prioritized cases.
*   **Safeguard:** Monitor spillover impact on Diagnosis Stage queue. If spillover risk > 0.03 on average, pause swarm allocation until capacity increases.

## 6. Monitoring and recalibration plan

**Operational Monitoring:**
*   **Metric:** Slot utilization vs. Reserve usage.
*   **Alert:** If Reserve Slot is used >1 time, trigger policy review.
*   **Metric:** Queue wait times for Diagnosis Stage (measure spillover).

**Predictive Monitoring:**
*   **Metric:** Calibration plots by Segment (SME, Strategic, Public).
*   **Threshold:** If Brier Score drifts > 0.02 for any segment, trigger recalibration.
*   **Metric:** False Alarm Rate (Intervention triggered but no breach).

**Causal-Effect Monitoring:**
*   **Metric:** Estimated ARR per slot.
*   **Method:** Propensity Score Matching. Compare treated cases (Swarm) vs. matched untreated cases (No Swarm) on breach outcome.
*   **Trigger:** If observed ARR < 0.10 for any segment, pause allocation to that segment.

**Capacity & Fairness Monitoring:**
*   **Metric:** Breach rate by Segment (Actual vs. Predicted).
*   **Metric:** Spillover Cost (€) per intervention.
*   **Review:** Monthly review of "Tier 1" allocation to ensure Strategic Enterprise cases do not exceed 40% of slots.

**Recalibration Plan:**
*   **Quarterly:** Re-estimate segment calibration offsets (SME/Strategic).
*   **Ad-hoc:** If Regulatory Incident occurs and Reserve Slot is used, evaluate if the slot was truly needed (Post-Mortem).
*   **Rule Change:** If 3 consecutive months show negative Net-Impact in Base Scenario, trigger a policy default to "Wait" until ARR > 0.20.
