<think>
Thinking Process:

1.  **Analyze the Request:**
CHG-510,Draft_Change_Request,2026-08-11T14:10:00Z,u_cs,HIGH,cooling_system,true
CHG-510,Approve_Change,2026-08-11T14:20:00Z,u_cs,HIGH,cooling_system,true
CHG-510,Implement_Change,2026-08-11T14:30:00Z,u_dm,HIGH,cooling_system,true
CHG-510,Verify_Implementation,2026-08-11T15:30:00Z,u_en,HIGH,cooling_system,true
CHG-510,Retrospective_QM_Review,2026-08-12T10:00:00Z,u_bk,HIGH,cooling_system,true
"""

df = pd.read_csv(io.StringIO(csv_data))
df['time:timestamp'] = pd.to_datetime(df['time:timestamp'])

# 2. Format for PM4Py
log = pm4py.format_dataframe(df, case_id='case:concept:name', activity_key='concept:name', 
                             timestamp_key='time:timestamp', resource_key='org:resource')

# 3. Normalize Aliases and Service Accounts (Manual Mapping for Demo)
alias_map = {'b.koch': 'u_bk'}
# Service account attribution based on session evidence provided in prompt
svc_attribution = {
    ('CHG-503', 'Verify_Implementation'): 'u_dm', # WS-DM-04 (Diego)
    ('CHG-509', 'Verify_Implementation'): 'u_en'  # WS-IV-02 (Eva)
}

def normalize_resource(row):
    res = row['org:resource']
    if res in alias_map:
        return alias_map[res]
    if res == 'svc_qms':
        key = (row['case:concept:name'], row['concept:name'])
        return svc_attribution.get(key, 'UNIDENTIFIED')
    return res

log['org:resource'] = log.apply(normalize_resource, axis=1)

# 4. Segregation of Duties (Four Eyes)
# Draft vs Approve
draft_approve_violations = pm4py.filter_four_eyes_principle(
    log, 
    activity1='Draft_Change_Request', 
    activity2='Approve_Change', 
    retention_policy='keep_violations'
)
# Implement vs Verify
impl_verify_violations = pm4py.filter_four_eyes_principle(
    log,
    activity1='Implement_Change',
    activity2='Verify_Implementation',
    retention_policy='keep_violations'
)

# 5. Role and Delegation Validity (Pandas Interval Logic)
# Define Roles and Delegations
delegations = pd.DataFrame([
    {'delegate': 'u_bk', 'role': 'QM', 'start': '2026-08-10', 'end': '2026-08-14', 'scope': 'production_equipment'},
    {'delegate': 'u_en', 'role': 'QM', 'start': '2026-08-15', 'end': '2026-08-15', 'scope': 'training_document'},
    {'delegate': 'u_fl', 'role': 'IC', 'start': '2026-08-11 12:00', 'end': '2026-08-11 18:00', 'scope': 'cooling_system'}
])
delegations['start'] = pd.to_datetime(delegations['start'])
delegations['end'] = pd.to_datetime(delegations['end'])

standing_roles = {
    'u_as': ['QM'], 'u_en': ['Verifier', 'QE'], 'u_dm': ['IC'], 'u_gl': ['Director']
}

def check_authority(row):
    if row['risk'] != 'HIGH' or row['concept:name'] != 'Approve_Change':
        return 'OK'
    res = row['org:resource']
    ts = row['time:timestamp']
    scope = row['scope']
    
    # Check Standing QM
    if 'QM' in standing_roles.get(res, []):
        return 'STANDING_QM'
    
    # Check Delegation
    valid_del = delegations[
        (delegations['delegate'] == res) & 
        (delegations['start'] <= ts) & 
        (delegations['end'] >= ts) &
        (delegations['scope'] == scope)
    ]
    if not valid_del.empty:
        return 'DELEGATED'
    return 'UNAUTHORIZED'

log['authority_check'] = log.apply(check_authority, axis=1)

# 6. Network Evidence
handover_net = pm4py.discover_handover_of_work_network(log)
working_net = pm4py.discover_working_together_network(log)

# 7. Inspect Repeated Approval Activities
# Filter cases where Approval happened multiple times or by same resource as Draft (already caught by SoD)
# Using filter_activity_done_different_resources to find cases where Draft/Approve resources differ (Conformance)
conforming_draft_approve = pm4py.filter_activity_done_different_resources(
    log, 
    activities=['Draft_Change_Request', 'Approve_Change']
)

# 8. Output Flags
print(f"Draft/Approve SoD Violations: {len(draft_approve_violations)}")
print(f"Impl/Verify SoD Violations: {len(impl_verify_violations)}")
print(f"Unauthorized HIGH Approvals: {len(log[(log['authority_check'] == 'UNAUTHORIZED')])}")
print(f"Unique Resources in Working Network: {len(working_net.nodes())}")
# Note: Service account attribution is hardcoded above; manual judgment required for UNIDENTIFIED cases.
```

## 6. Control Improvements

1.  **Delegation Recording:** Enforce immediate system database update upon delegation signature. PDF existence should not suffice for system authorization without DB sync.
2.  **Principal Availability:** Integrate HR leave systems with QMS. If a Principal is on leave, system should lock their account or require explicit "Return from Leave" confirmation before allowing approvals.
3.  **Alias Management:** Enforce single unique user ID per human. Eliminate alias usage (`b.koch` vs `u_bk`) in transactional logs.
4.  **Individual Authentication:** Prohibit shared service accounts for verification activities. Require individual re-authentication (MFA) for `Verify_Implementation` even if workstation is shared.
5.  **Emergency Review:** Automate RR4 deadline tracking. System should flag `Retrospective_QM_Review` as overdue after 2 business days and prevent closure.
6.  **Pair Rotation:** Implement mandatory rotation for Draft/Approve pairs in high-risk cells to reduce collusion risk (addressing Clara/Ben frequency).
7.  **Subdelegation Logic:** Systematically enforce "No Subdelegation" flags in delegation records. Prevent creation of D-IC-04 if D-IC-03 prohibits it.
8.  **Evidential Retention:** Store session metadata (IP, Workstation, Badge ID) alongside transaction logs for service account actions to enable forensic attribution.

## 7. Executive Conclusion

**Systemic Judgment:**
Approximately 50% of apparent nonconformance stems from **genuine authority failures** (UNAUTHORIZED approvals by Eva, Clara, and Ben during sick leave). Another 30% reflects **identity/data quality issues** (service account ambiguity, stale delegation records, aliasing). The remaining 20% represents **organizational-pattern risk** (working while on leave, high-frequency pairing) which is suspicious but not definitively malicious without further forensic proof.

**Uncertainty:**
High uncertainty remains regarding the *intent* behind Ben's account usage during sick leave (collusion vs. credential compromise) and the specific human behind `svc_qms` in CHG-503 (though evidence points to Diego).

**Top Three Investigations:**
1.  **Ben Koch's Account Activity (CHG-506, CHG-505 Review):** Determine if Ben acted while sick or if credentials were shared/compromised.
2.  **Service Account `svc_qms` Usage (CHG-503):** Confirm if Diego verified his own implementation, violating RR2.
3.  **Clara/Farid Subdelegation (CHG-510):** Investigate why an invalid subdelegation was accepted by the system and who authorized the emergency bypass.
